@RELATION B

@ATTRIBUTE id STRING
@ATTRIBUTE value STRING
@ATTRIBUTE value2 STRING
@ATTRIBUTE value3 STRING

@DATA
1585,1585,78,78
1586,1586,79,79
1587,1587,80,80
1588,1588,81,81
1589,1589,82,82
1590,1590,83,83
1591,1591,84,84
1592,1592,85,85
1593,1593,86,86
1594,1594,87,87
1595,1595,88,88
1596,1596,89,89
1597,1597,90,90
1598,1598,91,91
1599,1599,92,92
1600,1600,93,93
1601,1601,94,94
1602,1602,95,95
1603,1603,96,96
1604,1604,97,97
1605,1605,98,98
1606,1606,99,99
1607,1607,100,100
1608,1608,101,101
1609,1609,102,102
1610,1610,103,103
1611,1611,104,104
1612,1612,105,105
1613,1613,106,106
1614,1614,107,107
1615,1615,108,108
1616,1616,109,109
1617,1617,110,110
1618,1618,111,111
1619,1619,112,112
1620,1620,113,113
1621,1621,114,114
1622,1622,115,115
1623,1623,116,116
1624,1624,117,117
1625,1625,118,118
1626,1626,119,119
1627,1627,120,120
1628,1628,121,121
1629,1629,122,122
1630,1630,123,123
1631,1631,124,124
1632,1632,125,125
1633,1633,126,126
1634,1634,127,127
1635,1635,128,128
1636,1636,129,129
1637,1637,130,130
1638,1638,131,131
1639,1639,132,132
1640,1640,133,133
1641,1641,134,134
1642,1642,135,135
1643,1643,136,136
1644,1644,137,137
1645,1645,138,138
1646,1646,139,139
1647,1647,140,140
1648,1648,141,141
1649,1649,142,142
1650,1650,143,143
1651,1651,144,144
1652,1652,145,145
1653,1653,146,146
1654,1654,147,147
1655,1655,148,148
1656,1656,149,149
1657,1657,150,150
1658,1658,151,151
1659,1659,152,152
1660,1660,153,153
1661,1661,154,154
1662,1662,155,155
1663,1663,156,156
1664,1664,157,157
1665,1665,158,158
1666,1666,159,159
1667,1667,160,160
1668,1668,161,161
1669,1669,162,162
1670,1670,163,163
1671,1671,164,164
1672,1672,165,165
1673,1673,166,166
1674,1674,167,167
1675,1675,168,168
1676,1676,169,169
1677,1677,170,170
1678,1678,171,171
1679,1679,172,172
1680,1680,173,173
1681,1681,174,174
1682,1682,175,175
1683,1683,176,176
1684,1684,177,177
1685,1685,178,178
1686,1686,179,179
1687,1687,180,180
1688,1688,181,181
1689,1689,182,182
1690,1690,183,183
1691,1691,184,184
1692,1692,185,185
1693,1693,186,186
1694,1694,187,187
1695,1695,188,188
1696,1696,189,189
1697,1697,190,190
1698,1698,191,191
1699,1699,192,192
1700,1700,193,193
1701,1701,194,194
1702,1702,195,195
1703,1703,196,196
1704,1704,197,197
1705,1705,198,198
1706,1706,199,199
1707,1707,200,200
1708,1708,201,201
1709,1709,202,202
1710,1710,203,203
1711,1711,204,204
1712,1712,205,205
1713,1713,206,206
1714,1714,207,207
1715,1715,208,208
1716,1716,209,209
1717,1717,210,210
1718,1718,211,211
1719,1719,212,212
1720,1720,213,213
1721,1721,214,214
1722,1722,215,215
1723,1723,216,216
1724,1724,217,217
1725,1725,218,218
1726,1726,219,219
1727,1727,220,220
1728,1728,221,221
1729,1729,222,222
1730,1730,223,223
1731,1731,224,224
1732,1732,225,225
1733,1733,226,226
1734,1734,227,227
1735,1735,228,228
1736,1736,229,229
1737,1737,230,230
1738,1738,231,231
1739,1739,232,232
1740,1740,233,233
1741,1741,234,234
1742,1742,235,235
1743,1743,236,236
1744,1744,237,237
1745,1745,238,238
1746,1746,239,239
1747,1747,240,240
1748,1748,241,241
1749,1749,242,242
1750,1750,243,243
1751,1751,244,244
1752,1752,245,245
1753,1753,246,246
1754,1754,247,247
1755,1755,248,248
1756,1756,249,249
1757,1757,250,250
1758,1758,0,0
1759,1759,1,1
1760,1760,2,2
1761,1761,3,3
1762,1762,4,4
1763,1763,5,5
1764,1764,6,6
1765,1765,7,7
1766,1766,8,8
1767,1767,9,9
1768,1768,10,10
1769,1769,11,11
1770,1770,12,12
1771,1771,13,13
1772,1772,14,14
1773,1773,15,15
1774,1774,16,16
1775,1775,17,17
1776,1776,18,18
1777,1777,19,19
1778,1778,20,20
1779,1779,21,21
1780,1780,22,22
1781,1781,23,23
1782,1782,24,24
1783,1783,25,25
1784,1784,26,26
1785,1785,27,27
1786,1786,28,28
1787,1787,29,29
1788,1788,30,30
1789,1789,31,31
1790,1790,32,32
1791,1791,33,33
1792,1792,34,34
1793,1793,35,35
1794,1794,36,36
1795,1795,37,37
1796,1796,38,38
1797,1797,39,39
1798,1798,40,40
1799,1799,41,41
1800,1800,42,42
1801,1801,43,43
1802,1802,44,44
1803,1803,45,45
1804,1804,46,46
1805,1805,47,47
1806,1806,48,48
1807,1807,49,49
1808,1808,50,50
1809,1809,51,51
1810,1810,52,52
1811,1811,53,53
1812,1812,54,54
1813,1813,55,55
1814,1814,56,56
1815,1815,57,57
1816,1816,58,58
1817,1817,59,59
1818,1818,60,60
1819,1819,61,61
1820,1820,62,62
1821,1821,63,63
1822,1822,64,64
1823,1823,65,65
1824,1824,66,66
1825,1825,67,67
1826,1826,68,68
1827,1827,69,69
1828,1828,70,70
1829,1829,71,71
1830,1830,72,72
1831,1831,73,73
1832,1832,74,74
1833,1833,75,75
1834,1834,76,76
1835,1835,77,77
1836,1836,78,78
1837,1837,79,79
1838,1838,80,80
1839,1839,81,81
1840,1840,82,82
1841,1841,83,83
1842,1842,84,84
1843,1843,85,85
1844,1844,86,86
1845,1845,87,87
1846,1846,88,88
1847,1847,89,89
1848,1848,90,90
1849,1849,91,91
1850,1850,92,92
1851,1851,93,93
1852,1852,94,94
1853,1853,95,95
1854,1854,96,96
1855,1855,97,97
1856,1856,98,98
1857,1857,99,99
1858,1858,100,100
1859,1859,101,101
1860,1860,102,102
1861,1861,103,103
1862,1862,104,104
1863,1863,105,105
1864,1864,106,106
1865,1865,107,107
1866,1866,108,108
1867,1867,109,109
1868,1868,110,110
1869,1869,111,111
1870,1870,112,112
1871,1871,113,113
1872,1872,114,114
1873,1873,115,115
1874,1874,116,116
1875,1875,117,117
1876,1876,118,118
1877,1877,119,119
1878,1878,120,120
1879,1879,121,121
1880,1880,122,122
1881,1881,123,123
1882,1882,124,124
1883,1883,125,125
1884,1884,126,126
1885,1885,127,127
1886,1886,128,128
1887,1887,129,129
1888,1888,130,130
1889,1889,131,131
1890,1890,132,132
1891,1891,133,133
1892,1892,134,134
1893,1893,135,135
1894,1894,136,136
1895,1895,137,137
1896,1896,138,138
1897,1897,139,139
1898,1898,140,140
1899,1899,141,141
1900,1900,142,142
1901,1901,143,143
1902,1902,144,144
1903,1903,145,145
1904,1904,146,146
1905,1905,147,147
1906,1906,148,148
1907,1907,149,149
1908,1908,150,150
1909,1909,151,151
1910,1910,152,152
1911,1911,153,153
1912,1912,154,154
1913,1913,155,155
1914,1914,156,156
1915,1915,157,157
1916,1916,158,158
1917,1917,159,159
1918,1918,160,160
1919,1919,161,161
1920,1920,162,162
1921,1921,163,163
1922,1922,164,164
1923,1923,165,165
1924,1924,166,166
1925,1925,167,167
1926,1926,168,168
1927,1927,169,169
1928,1928,170,170
1929,1929,171,171
1930,1930,172,172
1931,1931,173,173
1932,1932,174,174
1933,1933,175,175
1934,1934,176,176
1935,1935,177,177
1936,1936,178,178
1937,1937,179,179
1938,1938,180,180
1939,1939,181,181
1940,1940,182,182
1941,1941,183,183
1942,1942,184,184
1943,1943,185,185
1944,1944,186,186
1945,1945,187,187
1946,1946,188,188
1947,1947,189,189
1948,1948,190,190
1949,1949,191,191
1950,1950,192,192
1951,1951,193,193
1952,1952,194,194
1953,1953,195,195
1954,1954,196,196
1955,1955,197,197
1956,1956,198,198
1957,1957,199,199
1958,1958,200,200
1959,1959,201,201
1960,1960,202,202
1961,1961,203,203
1962,1962,204,204
1963,1963,205,205
1964,1964,206,206
1965,1965,207,207
1966,1966,208,208
1967,1967,209,209
1968,1968,210,210
1969,1969,211,211
1970,1970,212,212
1971,1971,213,213
1972,1972,214,214
1973,1973,215,215
1974,1974,216,216
1975,1975,217,217
1976,1976,218,218
1977,1977,219,219
1978,1978,220,220
1979,1979,221,221
1980,1980,222,222
1981,1981,223,223
1982,1982,224,224
1983,1983,225,225
1984,1984,226,226
1985,1985,227,227
1986,1986,228,228
1987,1987,229,229
1988,1988,230,230
1989,1989,231,231
1990,1990,232,232
1991,1991,233,233
1992,1992,234,234
1993,1993,235,235
1994,1994,236,236
1995,1995,237,237
1996,1996,238,238
1997,1997,239,239
1998,1998,240,240
1999,1999,241,241
2000,2000,242,242
2001,2001,243,243
2002,2002,244,244
2003,2003,245,245
2004,2004,246,246
2005,2005,247,247
2006,2006,248,248
2007,2007,249,249
2008,2008,250,250
2009,2009,0,0
2010,2010,1,1
2011,2011,2,2
2012,2012,3,3
2013,2013,4,4
2014,2014,5,5
2015,2015,6,6
2016,2016,7,7
2017,2017,8,8
2018,2018,9,9
2019,2019,10,10
2020,2020,11,11
2021,2021,12,12
2022,2022,13,13
2023,2023,14,14
2024,2024,15,15
2025,2025,16,16
2026,2026,17,17
2027,2027,18,18
2028,2028,19,19
2029,2029,20,20
2030,2030,21,21
2031,2031,22,22
2032,2032,23,23
2033,2033,24,24
2034,2034,25,25
2035,2035,26,26
2036,2036,27,27
2037,2037,28,28
2038,2038,29,29
2039,2039,30,30
2040,2040,31,31
2041,2041,32,32
2042,2042,33,33
2043,2043,34,34
2044,2044,35,35
2045,2045,36,36
2046,2046,37,37
2047,2047,38,38
2048,2048,39,39
2049,2049,40,40
2050,2050,41,41
2051,2051,42,42
2052,2052,43,43
2053,2053,44,44
2054,2054,45,45
2055,2055,46,46
2056,2056,47,47
2057,2057,48,48
2058,2058,49,49
2059,2059,50,50
2060,2060,51,51
2061,2061,52,52
2062,2062,53,53
2063,2063,54,54
2064,2064,55,55
2065,2065,56,56
2066,2066,57,57
2067,2067,58,58
2068,2068,59,59
2069,2069,60,60
2070,2070,61,61
2071,2071,62,62
2072,2072,63,63
2073,2073,64,64
2074,2074,65,65
2075,2075,66,66
2076,2076,67,67
2077,2077,68,68
2078,2078,69,69
2079,2079,70,70
2080,2080,71,71
2081,2081,72,72
2082,2082,73,73
2083,2083,74,74
2084,2084,75,75
2085,2085,76,76
2086,2086,77,77
2087,2087,78,78
2088,2088,79,79
2089,2089,80,80
2090,2090,81,81
2091,2091,82,82
2092,2092,83,83
2093,2093,84,84
2094,2094,85,85
2095,2095,86,86
2096,2096,87,87
2097,2097,88,88
2098,2098,89,89
2099,2099,90,90
2100,2100,91,91
2101,2101,92,92
2102,2102,93,93
2103,2103,94,94
2104,2104,95,95
2105,2105,96,96
2106,2106,97,97
2107,2107,98,98
2108,2108,99,99
2109,2109,100,100
2110,2110,101,101
2111,2111,102,102
2112,2112,103,103
2113,2113,104,104
2114,2114,105,105
2115,2115,106,106
2116,2116,107,107
2117,2117,108,108
2118,2118,109,109
2119,2119,110,110
2120,2120,111,111
2121,2121,112,112
2122,2122,113,113
2123,2123,114,114
2124,2124,115,115
2125,2125,116,116
2126,2126,117,117
2127,2127,118,118
2128,2128,119,119
2129,2129,120,120
2130,2130,121,121
2131,2131,122,122
2132,2132,123,123
2133,2133,124,124
2134,2134,125,125
2135,2135,126,126
2136,2136,127,127
2137,2137,128,128
2138,2138,129,129
2139,2139,130,130
2140,2140,131,131
2141,2141,132,132
2142,2142,133,133
2143,2143,134,134
2144,2144,135,135
2145,2145,136,136
2146,2146,137,137
2147,2147,138,138
2148,2148,139,139
2149,2149,140,140
2150,2150,141,141
2151,2151,142,142
2152,2152,143,143
2153,2153,144,144
2154,2154,145,145
2155,2155,146,146
2156,2156,147,147
2157,2157,148,148
2158,2158,149,149
2159,2159,150,150
2160,2160,151,151
2161,2161,152,152
2162,2162,153,153
2163,2163,154,154
2164,2164,155,155
2165,2165,156,156
2166,2166,157,157
2167,2167,158,158
2168,2168,159,159
2169,2169,160,160
2170,2170,161,161
2171,2171,162,162
2172,2172,163,163
2173,2173,164,164
2174,2174,165,165
2175,2175,166,166
2176,2176,167,167
2177,2177,168,168
2178,2178,169,169
2179,2179,170,170
2180,2180,171,171
2181,2181,172,172
2182,2182,173,173
2183,2183,174,174
2184,2184,175,175
2185,2185,176,176
2186,2186,177,177
2187,2187,178,178
2188,2188,179,179
2189,2189,180,180
2190,2190,181,181
2191,2191,182,182
2192,2192,183,183
2193,2193,184,184
2194,2194,185,185
2195,2195,186,186
2196,2196,187,187
2197,2197,188,188
2198,2198,189,189
2199,2199,190,190
2200,2200,191,191
2201,2201,192,192
2202,2202,193,193
2203,2203,194,194
2204,2204,195,195
2205,2205,196,196
2206,2206,197,197
2207,2207,198,198
2208,2208,199,199
2209,2209,200,200
2210,2210,201,201
2211,2211,202,202
2212,2212,203,203
2213,2213,204,204
2214,2214,205,205
2215,2215,206,206
2216,2216,207,207
2217,2217,208,208
2218,2218,209,209
2219,2219,210,210
2220,2220,211,211
2221,2221,212,212
2222,2222,213,213
2223,2223,214,214
2224,2224,215,215
2225,2225,216,216
2226,2226,217,217
2227,2227,218,218
2228,2228,219,219
2229,2229,220,220
2230,2230,221,221
2231,2231,222,222
2232,2232,223,223
2233,2233,224,224
2234,2234,225,225
2235,2235,226,226
2236,2236,227,227
2237,2237,228,228
2238,2238,229,229
2239,2239,230,230
2240,2240,231,231
2241,2241,232,232
2242,2242,233,233
2243,2243,234,234
2244,2244,235,235
2245,2245,236,236
2246,2246,237,237
2247,2247,238,238
2248,2248,239,239
2249,2249,240,240
2250,2250,241,241
2251,2251,242,242
2252,2252,243,243
2253,2253,244,244
2254,2254,245,245
2255,2255,246,246
2256,2256,247,247
2257,2257,248,248
2258,2258,249,249
2259,2259,250,250
2260,2260,0,0
2261,2261,1,1
2262,2262,2,2
2263,2263,3,3
2264,2264,4,4
2265,2265,5,5
2266,2266,6,6
2267,2267,7,7
2268,2268,8,8
2269,2269,9,9
2270,2270,10,10
2271,2271,11,11
2272,2272,12,12
2273,2273,13,13
2274,2274,14,14
2275,2275,15,15
2276,2276,16,16
2277,2277,17,17
2278,2278,18,18
2279,2279,19,19
2280,2280,20,20
2281,2281,21,21
2282,2282,22,22
2283,2283,23,23
2284,2284,24,24
2285,2285,25,25
2286,2286,26,26
2287,2287,27,27
2288,2288,28,28
2289,2289,29,29
2290,2290,30,30
2291,2291,31,31
2292,2292,32,32
2293,2293,33,33
2294,2294,34,34
2295,2295,35,35
2296,2296,36,36
2297,2297,37,37
2298,2298,38,38
2299,2299,39,39
2300,2300,40,40
2301,2301,41,41
2302,2302,42,42
2303,2303,43,43
2304,2304,44,44
2305,2305,45,45
2306,2306,46,46
2307,2307,47,47
2308,2308,48,48
2309,2309,49,49
2310,2310,50,50
2311,2311,51,51
2312,2312,52,52
2313,2313,53,53
2314,2314,54,54
2315,2315,55,55
2316,2316,56,56
2317,2317,57,57
2318,2318,58,58
2319,2319,59,59
2320,2320,60,60
2321,2321,61,61
2322,2322,62,62
2323,2323,63,63
2324,2324,64,64
2325,2325,65,65
2326,2326,66,66
2327,2327,67,67
2328,2328,68,68
2329,2329,69,69
2330,2330,70,70
2331,2331,71,71
2332,2332,72,72
2333,2333,73,73
2334,2334,74,74
2335,2335,75,75
2336,2336,76,76
2337,2337,77,77
2338,2338,78,78
2339,2339,79,79
2340,2340,80,80
2341,2341,81,81
2342,2342,82,82
2343,2343,83,83
2344,2344,84,84
2345,2345,85,85
2346,2346,86,86
2347,2347,87,87
2348,2348,88,88
2349,2349,89,89
2350,2350,90,90
2351,2351,91,91
2352,2352,92,92
2353,2353,93,93
2354,2354,94,94
2355,2355,95,95
2356,2356,96,96
2357,2357,97,97
2358,2358,98,98
2359,2359,99,99
2360,2360,100,100
2361,2361,101,101
2362,2362,102,102
2363,2363,103,103
2364,2364,104,104
2365,2365,105,105
2366,2366,106,106
2367,2367,107,107
2368,2368,108,108
2369,2369,109,109
2370,2370,110,110
2371,2371,111,111
2372,2372,112,112
2373,2373,113,113
2374,2374,114,114
2375,2375,115,115
2376,2376,116,116
2377,2377,117,117
2378,2378,118,118
2379,2379,119,119
2380,2380,120,120
2381,2381,121,121
2382,2382,122,122
2383,2383,123,123
2384,2384,124,124
2385,2385,125,125
2386,2386,126,126
2387,2387,127,127
2388,2388,128,128
2389,2389,129,129
2390,2390,130,130
2391,2391,131,131
2392,2392,132,132
2393,2393,133,133
2394,2394,134,134
2395,2395,135,135
2396,2396,136,136
2397,2397,137,137
2398,2398,138,138
2399,2399,139,139
2400,2400,140,140
2401,2401,141,141
2402,2402,142,142
2403,2403,143,143
2404,2404,144,144
2405,2405,145,145
2406,2406,146,146
2407,2407,147,147
2408,2408,148,148
2409,2409,149,149
2410,2410,150,150
2411,2411,151,151
2412,2412,152,152
2413,2413,153,153
2414,2414,154,154
2415,2415,155,155
2416,2416,156,156
2417,2417,157,157
2418,2418,158,158
2419,2419,159,159
2420,2420,160,160
2421,2421,161,161
2422,2422,162,162
2423,2423,163,163
2424,2424,164,164
2425,2425,165,165
2426,2426,166,166
2427,2427,167,167
2428,2428,168,168
2429,2429,169,169
2430,2430,170,170
2431,2431,171,171
2432,2432,172,172
2433,2433,173,173
2434,2434,174,174
2435,2435,175,175
2436,2436,176,176
2437,2437,177,177
2438,2438,178,178
2439,2439,179,179
2440,2440,180,180
2441,2441,181,181
2442,2442,182,182
2443,2443,183,183
2444,2444,184,184
2445,2445,185,185
2446,2446,186,186
2447,2447,187,187
2448,2448,188,188
2449,2449,189,189
2450,2450,190,190
2451,2451,191,191
2452,2452,192,192
2453,2453,193,193
2454,2454,194,194
2455,2455,195,195
2456,2456,196,196
2457,2457,197,197
2458,2458,198,198
2459,2459,199,199
2460,2460,200,200
2461,2461,201,201
2462,2462,202,202
2463,2463,203,203
2464,2464,204,204
2465,2465,205,205
2466,2466,206,206
2467,2467,207,207
2468,2468,208,208
2469,2469,209,209
2470,2470,210,210
2471,2471,211,211
2472,2472,212,212
2473,2473,213,213
2474,2474,214,214
2475,2475,215,215
2476,2476,216,216
2477,2477,217,217
2478,2478,218,218
2479,2479,219,219
2480,2480,220,220
2481,2481,221,221
2482,2482,222,222
2483,2483,223,223
2484,2484,224,224
2485,2485,225,225
2486,2486,226,226
2487,2487,227,227
2488,2488,228,228
2489,2489,229,229
2490,2490,230,230
2491,2491,231,231
2492,2492,232,232
2493,2493,233,233
2494,2494,234,234
2495,2495,235,235
2496,2496,236,236
2497,2497,237,237
2498,2498,238,238
2499,2499,239,239
2500,2500,240,240
2501,2501,241,241
2502,2502,242,242
2503,2503,243,243
2504,2504,244,244
2505,2505,245,245
2506,2506,246,246
2507,2507,247,247
2508,2508,248,248
2509,2509,249,249
2510,2510,250,250
2511,2511,0,0
2512,2512,1,1
2513,2513,2,2
2514,2514,3,3
2515,2515,4,4
2516,2516,5,5
2517,2517,6,6
2518,2518,7,7
2519,2519,8,8
2520,2520,9,9
2521,2521,10,10
2522,2522,11,11
2523,2523,12,12
2524,2524,13,13
2525,2525,14,14
2526,2526,15,15
2527,2527,16,16
2528,2528,17,17
2529,2529,18,18
2530,2530,19,19
2531,2531,20,20
2532,2532,21,21
2533,2533,22,22
2534,2534,23,23
2535,2535,24,24
2536,2536,25,25
2537,2537,26,26
2538,2538,27,27
2539,2539,28,28
2540,2540,29,29
2541,2541,30,30
2542,2542,31,31
2543,2543,32,32
2544,2544,33,33
2545,2545,34,34
2546,2546,35,35
2547,2547,36,36
2548,2548,37,37
2549,2549,38,38
2550,2550,39,39
2551,2551,40,40
2552,2552,41,41
2553,2553,42,42
2554,2554,43,43
2555,2555,44,44
2556,2556,45,45
2557,2557,46,46
2558,2558,47,47
2559,2559,48,48
2560,2560,49,49
2561,2561,50,50
2562,2562,51,51
2563,2563,52,52
2564,2564,53,53
2565,2565,54,54
2566,2566,55,55
2567,2567,56,56
2568,2568,57,57
2569,2569,58,58
2570,2570,59,59
2571,2571,60,60
2572,2572,61,61
2573,2573,62,62
2574,2574,63,63
2575,2575,64,64
2576,2576,65,65
2577,2577,66,66
2578,2578,67,67
2579,2579,68,68
2580,2580,69,69
2581,2581,70,70
2582,2582,71,71
2583,2583,72,72
2584,2584,73,73
2585,2585,74,74
2586,2586,75,75
2587,2587,76,76
2588,2588,77,77
2589,2589,78,78
2590,2590,79,79
2591,2591,80,80
2592,2592,81,81
2593,2593,82,82
2594,2594,83,83
2595,2595,84,84
2596,2596,85,85
2597,2597,86,86
2598,2598,87,87
2599,2599,88,88
2600,2600,89,89
2601,2601,90,90
2602,2602,91,91
2603,2603,92,92
2604,2604,93,93
2605,2605,94,94
2606,2606,95,95
2607,2607,96,96
2608,2608,97,97
2609,2609,98,98
2610,2610,99,99
2611,2611,100,100
2612,2612,101,101
2613,2613,102,102
2614,2614,103,103
2615,2615,104,104
2616,2616,105,105
2617,2617,106,106
2618,2618,107,107
2619,2619,108,108
2620,2620,109,109
2621,2621,110,110
2622,2622,111,111
2623,2623,112,112
2624,2624,113,113
2625,2625,114,114
2626,2626,115,115
2627,2627,116,116
2628,2628,117,117
2629,2629,118,118
2630,2630,119,119
2631,2631,120,120
2632,2632,121,121
2633,2633,122,122
2634,2634,123,123
2635,2635,124,124
2636,2636,125,125
2637,2637,126,126
2638,2638,127,127
2639,2639,128,128
2640,2640,129,129
2641,2641,130,130
2642,2642,131,131
2643,2643,132,132
2644,2644,133,133
2645,2645,134,134
2646,2646,135,135
2647,2647,136,136
2648,2648,137,137
2649,2649,138,138
2650,2650,139,139
2651,2651,140,140
2652,2652,141,141
2653,2653,142,142
2654,2654,143,143
2655,2655,144,144
2656,2656,145,145
2657,2657,146,146
2658,2658,147,147
2659,2659,148,148
2660,2660,149,149
2661,2661,150,150
2662,2662,151,151
2663,2663,152,152
2664,2664,153,153
2665,2665,154,154
2666,2666,155,155
2667,2667,156,156
2668,2668,157,157
2669,2669,158,158
2670,2670,159,159
2671,2671,160,160
2672,2672,161,161
2673,2673,162,162
2674,2674,163,163
2675,2675,164,164
2676,2676,165,165
2677,2677,166,166
2678,2678,167,167
2679,2679,168,168
2680,2680,169,169
2681,2681,170,170
2682,2682,171,171
2683,2683,172,172
2684,2684,173,173
2685,2685,174,174
2686,2686,175,175
2687,2687,176,176
2688,2688,177,177
2689,2689,178,178
2690,2690,179,179
2691,2691,180,180
2692,2692,181,181
2693,2693,182,182
2694,2694,183,183
2695,2695,184,184
2696,2696,185,185
2697,2697,186,186
2698,2698,187,187
2699,2699,188,188
2700,2700,189,189
2701,2701,190,190
2702,2702,191,191
2703,2703,192,192
2704,2704,193,193
2705,2705,194,194
2706,2706,195,195
2707,2707,196,196
2708,2708,197,197
2709,2709,198,198
2710,2710,199,199
2711,2711,200,200
2712,2712,201,201
2713,2713,202,202
2714,2714,203,203
2715,2715,204,204
2716,2716,205,205
2717,2717,206,206
2718,2718,207,207
2719,2719,208,208
2720,2720,209,209
2721,2721,210,210
2722,2722,211,211
2723,2723,212,212
2724,2724,213,213
2725,2725,214,214
2726,2726,215,215
2727,2727,216,216
2728,2728,217,217
2729,2729,218,218
2730,2730,219,219
2731,2731,220,220
2732,2732,221,221
2733,2733,222,222
2734,2734,223,223
2735,2735,224,224
2736,2736,225,225
2737,2737,226,226
2738,2738,227,227
2739,2739,228,228
2740,2740,229,229
2741,2741,230,230
2742,2742,231,231
2743,2743,232,232
2744,2744,233,233
2745,2745,234,234
2746,2746,235,235
2747,2747,236,236
2748,2748,237,237
2749,2749,238,238
2750,2750,239,239
2751,2751,240,240
2752,2752,241,241
2753,2753,242,242
2754,2754,243,243
2755,2755,244,244
2756,2756,245,245
2757,2757,246,246
2758,2758,247,247
2759,2759,248,248
2760,2760,249,249
2761,2761,250,250
2762,2762,0,0
2763,2763,1,1
2764,2764,2,2
2765,2765,3,3
2766,2766,4,4
2767,2767,5,5
2768,2768,6,6
2769,2769,7,7
2770,2770,8,8
2771,2771,9,9
2772,2772,10,10
2773,2773,11,11
2774,2774,12,12
2775,2775,13,13
2776,2776,14,14
2777,2777,15,15
2778,2778,16,16
2779,2779,17,17
2780,2780,18,18
2781,2781,19,19
2782,2782,20,20
2783,2783,21,21
2784,2784,22,22
2785,2785,23,23
2786,2786,24,24
2787,2787,25,25
2788,2788,26,26
2789,2789,27,27
2790,2790,28,28
2791,2791,29,29
2792,2792,30,30
2793,2793,31,31
2794,2794,32,32
2795,2795,33,33
2796,2796,34,34
2797,2797,35,35
2798,2798,36,36
2799,2799,37,37
2800,2800,38,38
2801,2801,39,39
2802,2802,40,40
2803,2803,41,41
2804,2804,42,42
2805,2805,43,43
2806,2806,44,44
2807,2807,45,45
2808,2808,46,46
2809,2809,47,47
2810,2810,48,48
2811,2811,49,49
2812,2812,50,50
2813,2813,51,51
2814,2814,52,52
2815,2815,53,53
2816,2816,54,54
2817,2817,55,55
2818,2818,56,56
2819,2819,57,57
2820,2820,58,58
2821,2821,59,59
2822,2822,60,60
2823,2823,61,61
2824,2824,62,62
2825,2825,63,63
2826,2826,64,64
2827,2827,65,65
2828,2828,66,66
2829,2829,67,67
2830,2830,68,68
2831,2831,69,69
2832,2832,70,70
2833,2833,71,71
2834,2834,72,72
2835,2835,73,73
2836,2836,74,74
2837,2837,75,75
2838,2838,76,76
2839,2839,77,77
2840,2840,78,78
2841,2841,79,79
2842,2842,80,80
2843,2843,81,81
2844,2844,82,82
2845,2845,83,83
2846,2846,84,84
2847,2847,85,85
2848,2848,86,86
2849,2849,87,87
2850,2850,88,88
2851,2851,89,89
2852,2852,90,90
2853,2853,91,91
2854,2854,92,92
2855,2855,93,93
2856,2856,94,94
2857,2857,95,95
2858,2858,96,96
2859,2859,97,97
2860,2860,98,98
2861,2861,99,99
2862,2862,100,100
2863,2863,101,101
2864,2864,102,102
2865,2865,103,103
2866,2866,104,104
2867,2867,105,105
2868,2868,106,106
2869,2869,107,107
2870,2870,108,108
2871,2871,109,109
2872,2872,110,110
2873,2873,111,111
2874,2874,112,112
2875,2875,113,113
2876,2876,114,114
2877,2877,115,115
2878,2878,116,116
2879,2879,117,117
2880,2880,118,118
2881,2881,119,119
2882,2882,120,120
2883,2883,121,121
2884,2884,122,122
2885,2885,123,123
2886,2886,124,124
2887,2887,125,125
2888,2888,126,126
2889,2889,127,127
2890,2890,128,128
2891,2891,129,129
2892,2892,130,130
2893,2893,131,131
2894,2894,132,132
2895,2895,133,133
2896,2896,134,134
2897,2897,135,135
2898,2898,136,136
2899,2899,137,137
2900,2900,138,138
2901,2901,139,139
2902,2902,140,140
2903,2903,141,141
2904,2904,142,142
2905,2905,143,143
2906,2906,144,144
2907,2907,145,145
2908,2908,146,146
2909,2909,147,147
2910,2910,148,148
2911,2911,149,149
2912,2912,150,150
2913,2913,151,151
2914,2914,152,152
2915,2915,153,153
2916,2916,154,154
2917,2917,155,155
2918,2918,156,156
2919,2919,157,157
2920,2920,158,158
2921,2921,159,159
2922,2922,160,160
2923,2923,161,161
2924,2924,162,162
2925,2925,163,163
2926,2926,164,164
2927,2927,165,165
2928,2928,166,166
2929,2929,167,167
2930,2930,168,168
2931,2931,169,169
2932,2932,170,170
2933,2933,171,171
2934,2934,172,172
2935,2935,173,173
2936,2936,174,174
2937,2937,175,175
2938,2938,176,176
2939,2939,177,177
2940,2940,178,178
2941,2941,179,179
2942,2942,180,180
2943,2943,181,181
2944,2944,182,182
2945,2945,183,183
2946,2946,184,184
2947,2947,185,185
2948,2948,186,186
2949,2949,187,187
2950,2950,188,188
2951,2951,189,189
2952,2952,190,190
2953,2953,191,191
2954,2954,192,192
2955,2955,193,193
2956,2956,194,194
2957,2957,195,195
2958,2958,196,196
2959,2959,197,197
2960,2960,198,198
2961,2961,199,199
2962,2962,200,200
2963,2963,201,201
2964,2964,202,202
2965,2965,203,203
2966,2966,204,204
2967,2967,205,205
2968,2968,206,206
2969,2969,207,207
2970,2970,208,208
2971,2971,209,209
2972,2972,210,210
2973,2973,211,211
2974,2974,212,212
2975,2975,213,213
2976,2976,214,214
